Property type,Bedroom,Bathroom,Furnished Status,Carpet Area,Construction Status,Floor No,SquareFeet,Facing,Car Parking,Total Price (INR),Address,BHK,City,State
Apartments,3.0,3.0,Unfurnished,1300,Ready to Move,4.0,1650.0,South,1.0,13000000.0,"Phool Bagan, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Apartments,3.0,3.0,Semi-Furnished,1400,Ready to Move,5.0,1600.0,North,1.0,8000000.0,"Patrapada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Builder Floors,2.0,2.0,Semi-Furnished,580,Ready to Move,4.0,600.0,,,2600000.0,"Nawada, Delhi, Delhi",2.0,Delhi,Delhi
Houses & Villas,4.0,4.0,Unfurnished,2200,Under Construction,3.0,2400.0,East,1.0,9950000.0,"Mahadeb Nagar Jharapada, Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Builder Floors,1.0,2.0,Unfurnished,539,Ready to Move,11.0,750.0,East,1.0,5500000.0,"Panvel, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,1212,New Launch,12.0,1747.0,North-East,1.0,11000000.0,"Patia, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,515,Under Construction,16.0,750.0,West,1.0,11000000.0,"Kurla East, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Builder Floors,1.0,1.0,Semi-Furnished,300,Ready to Move,2.0,420.0,North,,4500000.0,"Kurla West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Houses & Villas,2.0,2.0,Unfurnished,1000,Ready to Move,1.0,1000.0,South,1.0,5500000.0,"Koradi Road, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,2.0,Unfurnished,483,Ready to Move,19.0,750.0,North-West,0.0,10000000.0,"Kurla East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,780,Under Construction,23.0,1050.0,East,1.0,7600000.0,"Kharadi, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,950,Ready to Move,5.0,3000.0,South,3.0,4500000.0,"Mecosabagh, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,450,Ready to Move,9.0,650.0,East,1.0,6000000.0,"Manpada, Thane, Maharashtra",1.0,Thane,Maharashtra
Builder Floors,1.0,1.0,Furnished,308,New Launch,1.0,350.0,South,0.0,1300000.0,"Topsia, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Houses & Villas,3.0,2.0,,900,Under Construction,1.0,1000.0,,,2600000.0,"Kalamna Market, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Builder Floors,2.0,2.0,Unfurnished,570,Under Construction,5.0,760.0,South-East,0.0,5199999.0,"Park Circus, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,3.0,3.0,Unfurnished,1250,Ready to Move,3.0,1350.0,North-East,1.0,5200000.0,"Kaiser Bagh, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,650,Ready to Move,33.0,1000.0,East,1.0,12900000.0,"Majiwada, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,600,Under Construction,50.0,850.0,North-East,1.0,8900000.0,"Manpada, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Furnished,140,Ready to Move,10.0,1260.0,North-East,1.0,6100000.0,"Zundal, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Builder Floors,2.0,2.0,Semi-Furnished,530,Ready to Move,4.0,550.0,South-East,0.0,2400000.0,"Gopal Vihar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,2.0,Semi-Furnished,750,New Launch,7.0,860.0,North-East,1.0,2900000.0,"Ghogli, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,2.0,1.0,Semi-Furnished,1000,Ready to Move,2.0,1200.0,,3.0,3150000.0,"Bapu Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,2.0,1.0,Unfurnished,1000,Ready to Move,1.0,1200.0,South,0.0,5200000.0,"Koradi Road, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,4.0,4.0,Unfurnished,1444,Under Construction,16.0,1877.0,East,1.0,17700000.0,"Kharadi, Pune, Maharashtra",4.0,Pune,Maharashtra
Builder Floors,4.0,4.0,Furnished,54,New Launch,3.0,54.0,South,1.0,3100000.0,"Paschim Vihar, Delhi, Delhi",4.0,Delhi,Delhi
Apartments,2.0,2.0,Unfurnished,800,Under Construction,22.0,1100.0,East,1.0,6300000.0,"NIBM Road Kondhwa, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,855,Ready to Move,4.0,1215.0,East,1.0,5800000.0,"Shahibag, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,850,Ready to Move,4.0,1100.0,East,1.0,2600000.0,"Friends Colony Near Borgaon, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Houses & Villas,2.0,2.0,Furnished,850,Ready to Move,0.0,1100.0,North-East,2.0,14900000.0,"Shahibag, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,2.0,Unfurnished,630,New Launch,36.0,1050.0,North,1.0,11200000.0,"Kharghar, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,3.0,2.0,Semi-Furnished,900,Ready to Move,4.0,1400.0,East,1.0,6500000.0,"Manish Nagar, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,2600,Ready to Move,2.0,5200.0,West,2.0,27000000.0,"Sector 22, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Unfurnished,580,Ready to Move,,580.0,East,0.0,3654000.0,"Dhanakwadi, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,2.0,1.0,Semi-Furnished,500,Ready to Move,4.0,550.0,South-West,0.0,2500000.0,"Beck Bagan, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,1.0,2.0,Unfurnished,420,Under Construction,12.0,700.0,North-East,0.0,5150000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,3.0,3.0,Furnished,1350,Ready to Move,10.0,1500.0,,1.0,8700000.0,"Jodhpur, Ahmedabad, Gujarat",3.0,Ahmedabad,Gujarat
Houses & Villas,3.0,2.0,Semi-Furnished,1200,Under Construction,2.0,2200.0,North-East,1.0,9000000.0,"Sundarpada, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Houses & Villas,,,,0,,,0.0,,,1300000.0,"Sector C Near Fatehpur, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Builder Floors,2.0,,Semi-Furnished,387,Ready to Move,4.0,387.0,West,0.0,1300000.0,"Chander Vihar, Delhi, Delhi",,Delhi,Delhi
Builder Floors,2.0,1.0,Semi-Furnished,540,Ready to Move,4.0,600.0,North-East,1.0,2700000.0,"Dwarka Mor, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,2.0,Unfurnished,700,Ready to Move,5.0,1100.0,North-East,2.0,1721000.0,"Vatva, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,1.0,1.0,Semi-Furnished,604,Ready to Move,4.0,604.0,North-East,1.0,2200000.0,"Sundarpada, Bhubaneshwar, Odisha",1.0,Bhubaneshwar,Odisha
Apartments,1.0,1.0,Unfurnished,232,Under Construction,23.0,242.0,North-East,0.0,5500000.0,"Chembur, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,900,,4.0,3000.0,West,1.0,2200000.0,"Civil Lines, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,2.0,Semi-Furnished,490,Ready to Move,7.0,650.0,East,1.0,3500000.0,"Kharghar, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,700,Ready to Move,5.0,850.0,,0.0,4500000.0,"Beleghata, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,2.0,2.0,Furnished,1040,Ready to Move,1.0,1200.0,East,1.0,5600000.0,"Indira Nagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Houses & Villas,2.0,2.0,Furnished,1350,New Launch,2.0,1500.0,North,1.0,15000.0,"Indira Nagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,3.0,Unfurnished,1000,Under Construction,10.0,1400.0,East,1.0,7500000.0,"Kondhwa, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,593,Under Construction,20.0,893.0,North-East,1.0,7190000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Builder Floors,2.0,1.0,Furnished,426,Ready to Move,5.0,470.0,,0.0,1500000.0,"Topsia, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,1.0,1.0,Unfurnished,400,Ready to Move,6.0,650.0,North,0.0,4300000.0,"Wahal Village, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Houses & Villas,4.0,3.0,Furnished,700,Ready to Move,2.0,1400.0,North,0.0,6500000.0,"Badshah Nagar, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Builder Floors,2.0,2.0,Semi-Furnished,475,Ready to Move,4.0,495.0,East,0.0,2200000.0,"Uttam Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,2.0,Semi-Furnished,838,Ready to Move,3.0,1304.0,North-West,1.0,6500000.0,"Sijua Patrapada, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,622,Under Construction,4.0,933.0,North-West,1.0,4175000.0,"Tomango, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,1.0,Semi-Furnished,915,Ready to Move,4.0,85.0,South-East,0.0,4800000.0,"Kankaria, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Builder Floors,1.0,1.0,Furnished,600,Ready to Move,1.0,600.0,East,0.0,2200000.0,"Nara Village, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,1500,Under Construction,2.0,2500.0,,3.0,13000000.0,"Madhusudan Nagar, Jatani, Odisha",4.0,Jatani,Odisha
Builder Floors,1.0,1.0,Unfurnished,400,Ready to Move,4.0,640.0,West,0.0,3800000.0,"Wahal Village, Navi  Mumbai, Maharashtra",1.0,Navi  Mumbai,Maharashtra
Houses & Villas,3.0,3.0,Unfurnished,900,New Launch,2.0,1200.0,North,1.0,7500000.0,"Bomikhal, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,750,Ready to Move,3.0,820.0,East,1.0,6000000.0,"Nelco Society, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,3.0,2.0,Unfurnished,995,Under Construction,4.0,1195.0,North,0.0,3800000.0,"Picnic Garden, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Builder Floors,1.0,2.0,Semi-Furnished,345,Ready to Move,4.0,485.0,North-East,0.0,1800000.0,"Panvel, Maharashtra, India",1.0,Maharashtra,India
Apartments,2.0,2.0,Semi-Furnished,1090,Ready to Move,4.0,1175.0,North,1.0,6500000.0,"Vishnupuri, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,2.0,Semi-Furnished,1185,Ready to Move,,1500.0,,,7000000.0,"Chandrasekharpur Niladri Vihar, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,535,Ready to Move,26.0,700.0,North,1.0,8900000.0,"Kolshet Road, Thane, Maharashtra",2.0,Thane,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,1800,Ready to Move,3.0,4600.0,North-East,1.0,20000000.0,"Sector 4, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Apartments,2.0,1.0,Furnished,485,Ready to Move,,585.0,East,,2300000.0,"Basai Darapur, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,1.0,Semi-Furnished,409,Ready to Move,4.0,585.0,East,0.0,3500000.0,"Kalher, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,1.0,2.0,Unfurnished,475,Ready to Move,21.0,600.0,East,1.0,7000000.0,"Vartak Nagar, Thane, Maharashtra",1.0,Thane,Maharashtra
Apartments,2.0,2.0,Furnished,950,Ready to Move,1.0,750.0,,1.0,2700000.0,"Katwall Katsarbagh, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,3.0,Unfurnished,1370,Under Construction,30.0,1800.0,West,1.0,19800000.0,"Baner Gaon, Pune, Maharashtra",3.0,Pune,Maharashtra
Apartments,3.0,3.0,Furnished,771,Under Construction,7.0,1187.0,,,4748000.0,"Kapurbawdi, Thane, Maharashtra",3.0,Thane,Maharashtra
Houses & Villas,4.0,3.0,Furnished,1035,Ready to Move,1.0,2250.0,North,1.0,20000000.0,"Paldi, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,3.0,2.0,Semi-Furnished,1600,Ready to Move,4.0,1800.0,West,1.0,7500000.0,"Mahal, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,621,Ready to Move,3.0,750.0,South,0.0,3100000.0,"Off EM Bypass, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Houses & Villas,,,,0,,,0.0,,,1300000.0,"Olpherts Lines, Lucknow, Uttar Pradesh",,Lucknow,Uttar Pradesh
Builder Floors,3.0,3.0,Unfurnished,1050,Under Construction,6.0,1500.0,North,1.0,6500000.0,"Dabha, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Semi-Furnished,423,Ready to Move,5.0,423.0,East,0.0,3500000.0,"Kasba peth, Pune, Maharashtra",1.0,Pune,Maharashtra
Builder Floors,3.0,2.0,Semi-Furnished,2291,Ready to Move,,98.0,,1.0,8000000.0,"Chawani, Nagpur, Maharashtra",3.0,Nagpur,Maharashtra
Apartments,3.0,3.0,Furnished,975,Ready to Move,20.0,1200.0,East,2.0,15000000.0,"Chembur, Mumbai, Maharashtra",3.0,Mumbai,Maharashtra
Houses & Villas,2.0,2.0,Unfurnished,480,Ready to Move,1.0,500.0,South,1.0,1550000.0,"Nandanvan, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Apartments,1.0,1.0,Unfurnished,300,Under Construction,17.0,550.0,East,0.0,7500000.0,"Kurla West, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Houses & Villas,,,,706,,,1200.0,East,,3600000.0,"BJB Nagar, Bhubaneshwar, Odisha",,Bhubaneshwar,Odisha
Apartments,3.0,2.0,Semi-Furnished,1100,Ready to Move,4.0,1300.0,North,1.0,7500000.0,"VIP Road, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,2.0,2.0,Semi-Furnished,1200,Ready to Move,,1400.0,East,1.0,8000000.0,"Indira Nagar, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Semi-Furnished,382,Under Construction,5.0,478.0,North-East,0.0,2294400.0,"Tangra, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Apartments,1.0,1.0,Furnished,450,Ready to Move,5.0,550.0,North,0.0,1700000.0,"Mahajan Layout, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,900,Ready to Move,5.0,900.0,East,1.0,2500000.0,"Bapu Nagar, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,2.0,1.0,Semi-Furnished,600,Ready to Move,5.0,680.0,North-East,0.0,2600000.0,"Park Circus, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Builder Floors,2.0,2.0,Semi-Furnished,670,Ready to Move,4.0,780.0,North-East,0.0,2700000.0,"Lake Town Block A, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,2.0,2.0,Unfurnished,800,Ready to Move,5.0,950.0,,1.0,5200000.0,"Topsia, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,1.0,1.0,Unfurnished,230,Ready to Move,19.0,355.0,East,1.0,5500000.0,"Ghatkopar East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Houses & Villas,2.0,2.0,Furnished,1650,Ready to Move,1.0,1500.0,East,1.0,6000000.0,"Aliganj, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Builder Floors,2.0,2.0,Semi-Furnished,450,Ready to Move,4.0,525.0,East,0.0,3235000.0,"Uttam Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,1.0,1.0,Semi-Furnished,220,Ready to Move,4.0,400.0,East,1.0,2700000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Builder Floors,2.0,2.0,Unfurnished,750,Under Construction,36.0,1130.0,,1.0,10700000.0,"Panvel, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Builder Floors,1.0,1.0,Unfurnished,305,Ready to Move,12.0,600.0,East,1.0,3000000.0,"New Panvel, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,850,Ready to Move,4.0,900.0,North,1.0,4000000.0,"Tilaknagar, Nagpur, Maharashtra",2.0,Nagpur,Maharashtra
Builder Floors,2.0,1.0,Unfurnished,230,,5.0,230.0,,0.0,750000.0,"Howrah AC Market, Howrah, West Bengal",2.0,Howrah,West Bengal
Houses & Villas,3.0,3.0,Unfurnished,225,Ready to Move,2.0,225.0,North-East,0.0,3500000.0,"Hari Enclave, Delhi, Delhi",3.0,Delhi,Delhi
Apartments,2.0,2.0,Semi-Furnished,100,Ready to Move,7.0,900.0,North-East,1.0,4000000.0,"Chandkheda, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Apartments,3.0,2.0,Furnished,1548,Ready to Move,5.0,1548.0,South-West,2.0,15000000.0,"Sikandra Bagh, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Apartments,1.0,1.0,Unfurnished,650,Ready to Move,7.0,650.0,North-East,,4400000.0,"Ulwe, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,1150,Under Construction,25.0,1495.0,East,1.0,14200000.0,"Kharadi, Pune, Maharashtra",3.0,Pune,Maharashtra
Builder Floors,1.0,1.0,Unfurnished,475,Ready to Move,3.0,625.0,,0.0,3900000.0,"Mundhwa Pingale Wasti, Pune, Maharashtra",1.0,Pune,Maharashtra
Builder Floors,2.0,2.0,Semi-Furnished,900,Ready to Move,4.0,990.0,South-East,1.0,8500000.0,"Tilak Nagar, Delhi, Delhi",2.0,Delhi,Delhi
Apartments,2.0,2.0,Unfurnished,699,Ready to Move,8.0,833.0,East,1.0,5800000.0,"Thane West, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,900,Ready to Move,4.0,1050.0,East,1.0,5000000.0,"Kesora, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,1000,Ready to Move,5.0,1150.0,,1.0,8000000.0,"Naya Haidarabad, Lucknow, Uttar Pradesh",2.0,Lucknow,Uttar Pradesh
Apartments,3.0,3.0,Unfurnished,1261,Under Construction,2.0,1786.0,East,1.0,10900000.0,"Kalinga Nagar Ghatikia, Bhubaneshwar, Odisha",3.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Unfurnished,534,Under Construction,7.0,822.0,,,3288000.0,"Majiwada, Thane, Maharashtra",2.0,Thane,Maharashtra
Builder Floors,2.0,2.0,Furnished,658,Under Construction,22.0,670.0,North-East,1.0,23500000.0,"Powai,  Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,800,Ready to Move,3.0,2340.0,East,1.0,4100000.0,"Bhokara, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Builder Floors,4.0,3.0,Unfurnished,600,Ready to Move,2.0,600.0,East,1.0,4300000.0,"Itwari, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Unfurnished,650,Ready to Move,34.0,1050.0,East,1.0,9500000.0,"Vartak Nagar, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,4.0,4.0,Semi-Furnished,2250,Ready to Move,30.0,3500.0,East,2.0,48000000.0,"Majiwada, Thane, Maharashtra",4.0,Thane,Maharashtra
Apartments,2.0,2.0,Unfurnished,636,Ready to Move,7.0,1060.0,East,1.0,8500000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,1.0,1.0,Unfurnished,410,Ready to Move,16.0,620.0,,0.0,8500000.0,"Kurla East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Houses & Villas,3.0,2.0,Unfurnished,1000,Ready to Move,5.0,1100.0,East,0.0,3600000.0,"Topsia road, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Houses & Villas,4.0,2.0,Unfurnished,400,Ready to Move,2.0,400.0,North,1.0,5900000.0,"Ranip, Ahmedabad, Gujarat",4.0,Ahmedabad,Gujarat
Apartments,3.0,3.0,Semi-Furnished,1069,Ready to Move,16.0,1480.0,East,2.0,10500000.0,"Dhanori, Pune, Maharashtra",3.0,Pune,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,2610,Ready to Move,3.0,5500.0,,,62000000.0,"Kharvel Nagar Unit 3,  Bhubaneshwar, Odisha",4.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Furnished,1080,Ready to Move,4.0,1355.0,North-East,1.0,9600000.0,"Patia, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,650,Ready to Move,9.0,920.0,East,1.0,3950000.0,"Salunke Vihar, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,,1.0,Unfurnished,280,Ready to Move,4.0,400.0,East,,3200000.0,"Kamothe, Navi Mumbai, Maharashtra",,Navi Mumbai,Maharashtra
Apartments,4.0,4.0,Unfurnished,1600,Under Construction,27.0,2200.0,West,1.0,19800000.0,"Baner Road, Pune, Maharashtra",4.0,Pune,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,640,Ready to Move,33.0,1000.0,East,1.0,10300000.0,"Majiwada, Thane, Maharashtra",2.0,Thane,Maharashtra
Apartments,2.0,1.0,Semi-Furnished,105,Ready to Move,5.0,105.0,East,1.0,2500000.0,"Saraspur Village, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Farm Houses,1.0,1.0,Furnished,360,Ready to Move,,1107.0,East,1.0,2100000.0,"Chatrapati Nagar, Nagpur, Maharashtra",1.0,Nagpur,Maharashtra
Apartments,2.0,2.0,Furnished,900,Ready to Move,8.0,1160.0,East,1.0,5450000.0,"Hadapsar, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,3.0,2.0,Unfurnished,700,Ready to Move,16.0,900.0,East,1.0,17000000.0,"Balkum Pada, Thane, Maharashtra",3.0,Thane,Maharashtra
Houses & Villas,3.0,3.0,Unfurnished,1130,Ready to Move,1.0,1130.0,,,4600000.0,"Victoriaganj, Lucknow, Uttar Pradesh",3.0,Lucknow,Uttar Pradesh
Builder Floors,1.0,,Semi-Furnished,500,Ready to Move,0.0,450.0,East,0.0,1250000.0,"Chander Vihar, Delhi, Delhi",,Delhi,Delhi
Houses & Villas,2.0,2.0,Semi-Furnished,1000,New Launch,2.0,1200.0,North,1.0,10000.0,"Hansapal, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Houses & Villas,4.0,4.0,Semi-Furnished,1350,Ready to Move,2.0,1350.0,West,2.0,12500000.0,"Narendra Nagar, Nagpur, Maharashtra",4.0,Nagpur,Maharashtra
Houses & Villas,4.0,4.0,Semi-Furnished,3600,Ready to Move,2.0,1800.0,South-East,2.0,19800000.0,"Lalkuan, Lucknow, Uttar Pradesh",4.0,Lucknow,Uttar Pradesh
Apartments,2.0,2.0,Semi-Furnished,790,Under Construction,6.0,1051.0,South-East,1.0,6500000.0,"Topsia road, Kolkata, West Bengal",2.0,Kolkata,West Bengal
Apartments,1.0,1.0,Unfurnished,422,Ready to Move,40.0,670.0,East,1.0,4400000.0,"Kharghar, Navi Mumbai, Maharashtra",1.0,Navi Mumbai,Maharashtra
Builder Floors,2.0,2.0,Unfurnished,650,Under Construction,46.0,950.0,East,1.0,10500000.0,"Kharghar, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,585,Ready to Move,13.0,634.0,South,1.0,12000000.0,"Kurla East, Mumbai, Maharashtra",2.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Semi-Furnished,550,Ready to Move,6.0,936.0,East,1.0,3200000.0,"Nargoda, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Semi-Furnished,1000,Ready to Move,3.0,1530.0,East,1.0,8500000.0,"Dumuduma, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,2.0,2.0,Furnished,800,Ready to Move,4.0,1002.0,South-West,1.0,4500000.0,"Shyampur, Bhubaneshwar, Odisha",2.0,Bhubaneshwar,Odisha
Apartments,1.0,1.0,Unfurnished,460,Ready to Move,5.0,585.0,East,0.0,2200000.0,"Narhe, Pune, Maharashtra",1.0,Pune,Maharashtra
Apartments,2.0,2.0,Unfurnished,620,Under Construction,12.0,900.0,East,1.0,9000000.0,"Ulwe, Navi Mumbai, Maharashtra",2.0,Navi Mumbai,Maharashtra
Houses & Villas,2.0,2.0,Semi-Furnished,1500,Ready to Move,2.0,1800.0,South,0.0,27000000.0,"Police Colony Near Bijupattnaik Colony, Cuttack, Odisha",2.0,Cuttack,Odisha
Apartments,3.0,2.0,Semi-Furnished,1250,Ready to Move,4.0,1483.0,South,1.0,5500000.0,"Maniktala, Kolkata, West Bengal",3.0,Kolkata,West Bengal
Builder Floors,1.0,1.0,Unfurnished,400,Ready to Move,400.0,12.0,South,1.0,1300000.0,"Antop Hill, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,2.0,2.0,Unfurnished,567,Ready to Move,7.0,1242.0,East,1.0,6000000.0,"Chandkheda, Ahmedabad, Gujarat",2.0,Ahmedabad,Gujarat
Houses & Villas,1.0,1.0,Unfurnished,300,Ready to Move,5.0,300.0,North-West,0.0,800000.0,"Kushtia, Kolkata, West Bengal",1.0,Kolkata,West Bengal
Apartments,2.0,2.0,Unfurnished,739,Ready to Move,2.0,68.0,,1.0,4500000.0,"Dhayri, Pune, Maharashtra",2.0,Pune,Maharashtra
Apartments,1.0,2.0,Unfurnished,410,New Launch,18.0,610.0,West,1.0,7700000.0,"Kurla East, Mumbai, Maharashtra",1.0,Mumbai,Maharashtra
Apartments,3.0,3.0,Unfurnished,771,Under Construction,7.0,1187.0,,,4748000.0,"Kalwa, Thane, Maharashtra",3.0,Thane,Maharashtra
